CD_SETOR,CEP
355030823000110,04814-560
355030823000110,04814-575
355030823000115,04814-470
355030823000115,04814-480
355030823000115,04814-730
355030823000115,04822-320
355030823000115,04822-330
355030823000115,04822-340
355030823000115,04822-350
355030823000115,04822-360
355030823000118,04833-001
355030823000121,04830-410
355030823000122,04830-360
355030823000122,04830-370
355030823000122,04830-380
355030823000122,04830-390
355030823000122,04830-400
355030823000123,04830-110
355030823000123,04830-170
355030823000123,04830-180
355030823000123,04830-190
355030823000123,04835-508
355030823000125,04829-180
355030823000125,04829-190
355030823000125,04829-200
355030823000129,04829-390
355030823000129,04829-400
355030823000129,04829-450
355030823000130,04829-360
355030823000130,04829-380
355030823000130,04829-490
355030823000130,04829-520
355030823000131,04829-330
355030823000131,04829-340
355030823000131,04829-350
355030823000138,04777-000
355030823000138,04777-070
355030823000141,04815-030
355030823000141,04815-110
355030823000141,04815-119
355030823000141,04815-120
355030823000141,04815-159
355030823000141,04815-209
355030823000144,04811-221
355030823000144,04812-215
355030823000144,04812-220
355030823000148,04814-250
355030823000148,04814-260
355030823000148,04814-270
355030823000148,04814-280
355030823000148,04814-290
355030823000148,04814-350
355030823000150,04814-490
355030823000150,04820-075
355030823000150,04820-085
355030823000151,04814-520
355030823000151,04814-530
355030823000151,04820-070
355030823000158,04835-190
355030823000158,04835-230
355030823000158,04835-240
355030823000159,04829-500
355030823000159,04835-200
355030823000159,04835-210
355030823000159,04835-220
355030823000159,04836-000
355030823000160,04836-040
355030823000160,04836-060
355030823000160,04836-100
355030823000164,04831-070
355030823000164,04831-080
355030823000164,04831-090
355030823000164,04832-120
355030823000164,04832-155
355030823000164,04832-180
355030823000165,04832-020
355030823000167,04832-150
355030823000170,04789-010
355030823000170,04789-020
355030823000170,04789-030
355030823000170,04789-040
355030823000170,04789-050
355030823000170,04789-060
355030823000170,04789-070
355030823000170,04802-000
355030823000173,04777-052
355030823000173,04777-058
355030823000173,04777-062
355030823000173,04777-065
355030823000173,04777-077
355030823000174,04777-048
355030823000174,04777-050
355030823000174,04777-072
355030823000174,04777-079
355030823000175,04777-001
355030823000175,04777-047
355030823000179,04815-200
355030823000179,04815-210
355030823000179,04815-220
355030823000180,04815-230
355030823000180,04815-370
355030823000185,04814-300
355030823000185,04814-310
355030823000185,04814-320
355030823000185,04814-330
355030823000185,04814-335
355030823000185,04814-340
355030823000189,04804-000
355030823000189,04835-310
355030823000189,04836-110
355030823000189,04836-490
355030823000189,04936-110
355030823000190,04836-130
355030823000190,04836-140
355030823000190,04836-150
355030823000190,04836-170
355030823000190,04836-180
355030823000190,04836-190
355030823000190,04836-200
355030823000191,04836-250
355030823000191,04836-260
355030823000192,04836-120
355030823000197,04836-210
355030823000197,04836-220
355030823000198,04837-170
355030823000198,04837-175
355030823000198,04837-180
355030823000198,04837-190
355030823000198,04837-200
355030823000198,04837-210
355030823000198,04837-220
355030823000201,04836-230
355030823000201,04836-240
355030823000201,04836-320
355030823000201,04836-330
355030823000201,04836-340
355030823000201,04836-350
355030823000201,04836-360
355030823000201,04836-420
355030823000202,04836-090
355030823000203,04836-440
355030823000203,04836-450
355030823000203,04836-460
355030823000203,04836-470
355030823000203,04836-610
355030823000203,04836-640
355030823000203,04837-230
355030823000206,04860-110
355030823000206,04860-120
355030823000207,04860-090
355030823000207,04860-100
355030823000208,04824-120
355030823000208,04824-130
355030823000208,04824-140
355030823000208,04824-150
355030823000208,04824-160
355030823000208,04824-170
355030823000208,04824-180
355030823000209,04860-130
355030823000209,04860-150
355030823000209,04860-160
355030823000209,04860-180
355030823000209,04860-190
355030823000211,04860-010
355030823000211,04860-020
355030823000211,04860-040
355030823000212,04860-210
355030823000212,04860-280
355030823000212,04860-290
355030823000212,04860-310
355030823000212,04860-320
355030823000214,04860-225
355030823000214,04860-230
355030823000214,04860-240
355030823000217,04814-100
355030823000217,04814-140
355030823000218,04815-130
355030823000218,04815-150
355030823000221,04835-120
355030823000221,04835-130
355030823000221,04835-140
355030823000224,04828-000
355030823000224,04828-020
355030823000224,04828-030
355030823000224,04828-040
355030823000224,04828-050
355030823000227,04831-050
355030823000228,04814-500
355030823000228,04814-510
355030823000228,04814-710
355030823000229,04809-050
355030823000229,04809-120
355030823000229,04809-140
355030823000230,04860-030
355030823000230,04860-060
355030823000230,04860-070
355030823000231,04835-110
355030823000231,04836-020
355030823000231,04836-030
355030823000241,04831-060
355030823000243,04836-270
355030823000245,04828-180
355030823000247,04813-340
355030823000247,04814-000
355030823000247,04814-030
355030823000248,04829-460
355030823000250,04835-080
355030823000250,04835-170
355030823000250,04838-150
355030823000251,04813-160
355030823000258,04823-210
355030823000258,04823-220
355030823000258,04823-230
355030824000001,03583-160
355030824000001,03585-009
355030824000001,03585-090
355030824000002,03584-060
355030824000002,03585-020
355030824000002,03585-030
355030824000002,03585-040
355030824000003,03584-000
355030824000003,03585-010
355030824000004,03570-200
355030824000004,03584-070
355030824000004,03584-080
355030824000005,03570-170
355030824000005,03570-180
355030824000005,03570-190
355030824000005,03584-090
355030824000005,03584-100
355030824000006,03570-100
355030824000006,03570-220
355030824000006,03570-250
355030824000007,03570-210
355030824000007,03570-450
355030824000007,03570-470
355030824000007,03570-480
355030824000009,03579-070
355030824000009,03585-140
355030824000010,03579-040
355030824000010,03579-050
355030824000010,03579-060
355030824000010,03585-100
355030824000011,03583-170
355030824000011,03583-180
355030824000012,03583-150
355030824000014,03579-260
355030824000014,03579-280
355030824000014,03583-140
355030824000014,03583-960
355030824000015,03579-220
355030824000015,03579-230
355030824000015,03579-240
355030824000016,03579-250
355030824000017,03583-040
355030824000017,03583-050
355030824000017,03583-060
355030824000017,03583-090
355030824000017,03583-130
355030824000017,03584-020
355030824000017,03584-040
355030824000018,03587-010
355030824000019,03588-000
355030824000019,08280-020
355030824000019,08280-700
355030824000021,03570-110
355030824000021,03570-130
355030824000021,03570-150
355030824000021,03570-160
355030824000021,03570-230
355030824000021,03570-240
355030824000023,03570-350
355030824000023,03570-360
355030824000023,03570-410
355030824000023,03571-420
355030824000024,03570-370
355030824000024,03570-380
355030824000024,03570-390
355030824000024,03571-120
355030824000025,03585-130
355030824000025,03585-150
355030824000027,03579-030
355030824000028,03579-009
355030824000028,03579-010
355030824000029,03579-000
355030824000030,03579-130
355030824000030,03579-150
355030824000030,03579-160
355030824000030,03579-270
355030824000032,03579-170
355030824000032,03579-210
355030824000033,03582-080
355030824000033,03582-180
355030824000033,03582-190
355030824000034,03583-070
355030824000034,03583-080
355030824000034,03583-100
355030824000034,03583-110
355030824000036,03586-010
355030824000037,03587-050
355030824000037,03587-060
355030824000038,03588-030
355030824000038,03588-040
355030824000040,08250-005
355030824000040,08280-060
355030824000040,08280-070
355030824000040,08280-080
355030824000042,08280-640
355030824000042,08280-650
355030824000042,08280-660
355030824000042,08280-670
355030824000042,08280-690
355030824000043,08280-105
355030824000043,08280-110
355030824000043,08280-120
355030824000043,08280-150
355030824000043,08280-200
355030824000048,03570-000
355030824000048,03571-020
355030824000053,03572-005
355030824000053,03572-230
355030824000053,03572-250
355030824000054,03572-000
355030824000055,03572-050
355030824000055,03572-060
355030824000055,03572-070
355030824000055,03572-080
355030824000056,03572-030
355030824000056,03572-040
355030824000058,03579-110
355030824000058,03579-140
355030824000059,03579-090
355030824000059,03579-100
355030824000061,03579-180
355030824000061,03579-200
355030824000061,03582-100
355030824000062,03581-210
355030824000062,03582-120
355030824000062,03582-130
355030824000062,03582-140
355030824000064,03580-180
355030824000064,03581-060
355030824000064,03581-190
355030824000064,03581-200
355030824000066,08285-330
355030824000067,08258-000
355030824000067,08258-300
355030824000067,08285-310
355030824000067,08285-320
355030824000067,08285-340
355030824000068,08275-002
355030824000068,08280-180
355030824000068,08285-300
355030824000069,08280-100
355030824000070,08280-090
355030824000070,08280-130
355030824000070,08280-140
355030824000070,08280-160
355030824000070,08280-170
355030824000071,08280-001
355030824000071,08280-620
355030824000074,00357-020
355030824000074,03570-020
355030824000074,03570-030
355030824000074,03570-040
355030824000075,08275-580
355030824000076,08275-650
355030824000076,08275-670
355030824000076,08275-680
355030824000076,08275-690
355030824000076,08275-700
355030824000076,08275-730
355030824000076,08275-740
355030824000076,08375-680
355030824000077,03572-140
355030824000077,03572-150
355030824000077,03572-170
355030824000077,03572-200
355030824000077,03572-210
355030824000078,03572-180
355030824000078,03572-190
355030824000079,03572-220
355030824000079,03572-260
355030824000080,03572-100
355030824000080,03572-110
355030824000080,03572-120
355030824000082,03572-020
355030824000083,03578-020
355030824000083,03578-030
355030824000083,03578-040
355030824000085,03578-120
355030824000086,03577-130
355030824000086,03578-000
355030824000086,03578-140
355030824000086,03578-150
355030824000086,03578-160
355030824000086,03578-170
355030824000086,03578-220
355030824000086,03578-225
355030824000088,03581-130
355030824000091,03580-140
355030824000091,03580-150
355030824000091,03580-160
355030824000091,03581-040
355030824000091,03581-050
355030824000092,03526-020
355030824000092,03526-030
355030824000092,03580-120
355030824000094,08285-250
355030824000094,08285-270
355030824000094,08285-280
355030824000094,08285-290
355030824000096,08285-220
355030824000096,08285-230
355030824000096,08285-260
355030824000097,08285-180
355030824000097,08285-210
355030824000098,08280-190
355030824000098,08280-360
355030824000099,03573-120
355030824000099,03573-130
355030824000100,03573-000
355030824000100,03573-020
355030824000100,03573-030
355030824000100,03574-120
355030824000100,03574-130
355030824000101,03575-010
355030824000101,03575-020
355030824000101,03578-010
355030824000105,03580-010
355030824000105,03580-050
355030824000105,03580-070
355030824000106,03580-030
355030824000106,03580-060
355030824000106,03580-080
355030824000106,03580-100
355030824000106,03580-110
355030824000106,03580-130
355030824000107,08285-130
355030824000107,08285-240
355030824000108,08285-120
355030824000108,08285-150
355030824000108,08285-160
355030824000108,08285-170
355030824000109,08280-000
355030824000109,08280-460
355030824000109,08280-480
355030824000110,08082-380
355030824000110,08280-340
355030824000110,08280-420
355030824000110,08280-450
355030824000111,08280-350
355030824000111,08280-370
355030824000111,08280-470
355030824000112,03573-010
355030824000112,03573-050
355030824000112,03573-070
355030824000112,03574-099
355030824000113,03574-000
355030824000113,03574-070
